strategy,sharpe_ann,skew,kurtosis,sr0_ann,dsr_n27,dsr_n574
MVP,1.0578591746468715,5.0306410413352225,127.58950229936873,0.36583524242736454,0.9724748862108974,0.9172344281310645
CRISP,0.9905200497691289,0.8134086329287986,34.63581706267462,0.36583524242736454,0.943210708297783,0.8635569071317859
NCO_CRISP,0.9793720594425799,0.3338279315054266,28.4273439693558,0.36583524242736454,0.9379874583546522,0.8547945327552997
NCO,0.9355251013376779,4.260960499331855,116.68323363349577,0.36583524242736454,0.9382335982297549,0.8465023318454662
NCOML,0.8039483294718506,0.0049538457145089695,15.06499222003144,0.36583524242736454,0.8633569610878893,0.7310111884031183
HRPSigmaMu,0.6074019147423297,-0.7708451852235841,12.202802539730671,0.36583524242736454,0.7249967148718561,0.5489864950307956
HRP_Dynamic_94,0.7505787547212377,-0.7383893297191446,13.24067530592513,0.36583524242736454,0.8287122134611028,0.6829306330836034
HRP,0.7440135796437903,-0.6896824615318622,13.266133523893801,0.36583524242736454,0.8248218219048276,0.6773171717168476
