date,n_eligible,n_included,included_symbols
2022-04-30,63,50,"BTCUSDT,ETHUSDT,LUNAUSDT,NEARUSDT,SOLUSDT,DOGEUSDT,XRPUSDT,SHIBUSDT,AVAXUSDT,ADAUSDT,DOTUSDT,FTMUSDT,TRXUSDT,FILUSDT,WAVESUSDT,SANDUSDT,RUNEUSDT,MATICUSDT,ATOMUSDT,ETCUSDT,EOSUSDT,VETUSDT,AXSUSDT,MANAUSDT,LINKUSDT,LTCUSDT,AAVEUSDT,ICPUSDT,XMRUSDT,THETAUSDT,CHZUSDT,KAVAUSDT,DYDXUSDT,ALGOUSDT,GRTUSDT,ZECUSDT,EGLDUSDT,CRVUSDT,ONEUSDT,SUSHIUSDT,SNXUSDT,BCHUSDT,FTTUSDT,ENJUSDT,UNIUSDT,XLMUSDT,DASHUSDT,XTZUSDT,BATUSDT,NEOUSDT"
2022-05-31,63,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,TRXUSDT,AVAXUSDT,FTMUSDT,ADAUSDT,SHIBUSDT,NEARUSDT,DOTUSDT,DOGEUSDT,MATICUSDT,SANDUSDT,ZILUSDT,AXSUSDT,ATOMUSDT,MANAUSDT,LTCUSDT,RUNEUSDT,LINKUSDT,WAVESUSDT,VETUSDT,FILUSDT,ETCUSDT,AAVEUSDT,XMRUSDT,CRVUSDT,ALGOUSDT,EOSUSDT,ICPUSDT,EGLDUSDT,BCHUSDT,ZECUSDT,GRTUSDT,UNIUSDT,THETAUSDT,ONEUSDT,DYDXUSDT,KAVAUSDT,SUSHIUSDT,CHZUSDT,XTZUSDT,FTTUSDT,XLMUSDT,SNXUSDT,ENJUSDT,DASHUSDT"
2022-06-30,62,49,"BTCUSDT,ETHUSDT,SOLUSDT,ADAUSDT,XRPUSDT,AVAXUSDT,TRXUSDT,DOGEUSDT,LINKUSDT,SHIBUSDT,NEARUSDT,MATICUSDT,DOTUSDT,WAVESUSDT,SANDUSDT,FTMUSDT,LTCUSDT,ATOMUSDT,MANAUSDT,RUNEUSDT,EGLDUSDT,VETUSDT,ICPUSDT,ZILUSDT,FILUSDT,AXSUSDT,BCHUSDT,AAVEUSDT,THETAUSDT,ETCUSDT,ENSUSDT,UNIUSDT,XMRUSDT,ALGOUSDT,EOSUSDT,FTTUSDT,CHZUSDT,XLMUSDT,XTZUSDT,GRTUSDT,CRVUSDT,ONEUSDT,DYDXUSDT,SNXUSDT,ZECUSDT,SUSHIUSDT,ENJUSDT,KAVAUSDT,DASHUSDT"
2022-07-31,63,50,"BTCUSDT,ETHUSDT,SOLUSDT,MATICUSDT,ADAUSDT,XRPUSDT,AVAXUSDT,ETCUSDT,SHIBUSDT,SANDUSDT,DOTUSDT,DOGEUSDT,ATOMUSDT,NEARUSDT,TRXUSDT,RUNEUSDT,LINKUSDT,FTMUSDT,UNIUSDT,LTCUSDT,AAVEUSDT,WAVESUSDT,DYDXUSDT,MANAUSDT,FILUSDT,CRVUSDT,ICPUSDT,SNXUSDT,ENSUSDT,VETUSDT,ONEUSDT,ZILUSDT,AXSUSDT,BCHUSDT,CHZUSDT,EGLDUSDT,ALGOUSDT,SUSHIUSDT,XMRUSDT,EOSUSDT,FTTUSDT,THETAUSDT,COMPUSDT,GRTUSDT,XLMUSDT,XTZUSDT,ZECUSDT,BATUSDT,KAVAUSDT,ENJUSDT"
2022-08-31,63,49,"BTCUSDT,ETHUSDT,ETCUSDT,SOLUSDT,CHZUSDT,ADAUSDT,XRPUSDT,MATICUSDT,AVAXUSDT,SHIBUSDT,NEARUSDT,DOGEUSDT,FILUSDT,DOTUSDT,FTMUSDT,ATOMUSDT,LINKUSDT,SANDUSDT,LTCUSDT,RUNEUSDT,TRXUSDT,WAVESUSDT,UNIUSDT,EOSUSDT,AXSUSDT,AAVEUSDT,MANAUSDT,SNXUSDT,CRVUSDT,ENSUSDT,ZILUSDT,BCHUSDT,XMRUSDT,VETUSDT,THETAUSDT,DYDXUSDT,ALGOUSDT,EGLDUSDT,ICPUSDT,ONEUSDT,GRTUSDT,ZECUSDT,FTTUSDT,COMPUSDT,SUSHIUSDT,KAVAUSDT,XLMUSDT,XTZUSDT,BATUSDT"
2022-09-30,64,48,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,ETCUSDT,ATOMUSDT,CHZUSDT,ADAUSDT,MATICUSDT,SHIBUSDT,LINKUSDT,NEARUSDT,DOTUSDT,DOGEUSDT,AVAXUSDT,LTCUSDT,EOSUSDT,TRXUSDT,FILUSDT,SANDUSDT,FTMUSDT,ENSUSDT,CRVUSDT,RUNEUSDT,BCHUSDT,AXSUSDT,ALGOUSDT,UNIUSDT,MANAUSDT,WAVESUSDT,XMRUSDT,AAVEUSDT,VETUSDT,XLMUSDT,DYDXUSDT,ICPUSDT,FTTUSDT,SNXUSDT,COMPUSDT,EGLDUSDT,ZILUSDT,THETAUSDT,SUSHIUSDT,GRTUSDT,ONEUSDT,YFIUSDT,ZECUSDT,KAVAUSDT"
2022-10-31,64,50,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,MATICUSDT,ADAUSDT,CHZUSDT,SHIBUSDT,LINKUSDT,ATOMUSDT,ETCUSDT,DOTUSDT,TRXUSDT,AVAXUSDT,DOGEUSDT,NEARUSDT,LTCUSDT,UNIUSDT,SUSHIUSDT,APEUSDT,ENSUSDT,FILUSDT,SANDUSDT,ALGOUSDT,EGLDUSDT,EOSUSDT,FTMUSDT,DYDXUSDT,XMRUSDT,AXSUSDT,XLMUSDT,CRVUSDT,MANAUSDT,AAVEUSDT,WAVESUSDT,BCHUSDT,RUNEUSDT,SNXUSDT,ICPUSDT,INJUSDT,VETUSDT,ZILUSDT,FTTUSDT,THETAUSDT,GRTUSDT,COMPUSDT,KAVAUSDT,ONEUSDT,ZECUSDT,YFIUSDT"
2022-11-30,65,48,"BTCUSDT,ETHUSDT,DOGEUSDT,XRPUSDT,CHZUSDT,MATICUSDT,LTCUSDT,SOLUSDT,LINKUSDT,SHIBUSDT,ADAUSDT,TRXUSDT,APEUSDT,NEARUSDT,ALGOUSDT,DYDXUSDT,DOTUSDT,ATOMUSDT,AVAXUSDT,UNIUSDT,ETCUSDT,SANDUSDT,SUSHIUSDT,FILUSDT,FTMUSDT,AAVEUSDT,CRVUSDT,XMRUSDT,ENSUSDT,WAVESUSDT,BCHUSDT,AXSUSDT,MANAUSDT,EOSUSDT,INJUSDT,ICPUSDT,VETUSDT,EGLDUSDT,XLMUSDT,SNXUSDT,RUNEUSDT,THETAUSDT,ZILUSDT,KAVAUSDT,GRTUSDT,YFIUSDT,COMPUSDT,ONEUSDT"
2022-12-31,63,48,"BTCUSDT,ETHUSDT,XRPUSDT,DOGEUSDT,LTCUSDT,MATICUSDT,SOLUSDT,LINKUSDT,ADAUSDT,TRXUSDT,CHZUSDT,SHIBUSDT,APEUSDT,MASKUSDT,DOTUSDT,FTMUSDT,OPUSDT,ATOMUSDT,FILUSDT,SANDUSDT,AVAXUSDT,NEARUSDT,XMRUSDT,DYDXUSDT,ETCUSDT,AXSUSDT,ALGOUSDT,UNIUSDT,SUSHIUSDT,WAVESUSDT,EOSUSDT,CRVUSDT,AAVEUSDT,ICPUSDT,RUNEUSDT,BCHUSDT,MANAUSDT,EGLDUSDT,KAVAUSDT,SNXUSDT,XLMUSDT,GRTUSDT,ENSUSDT,VETUSDT,THETAUSDT,ZILUSDT,YFIUSDT,INJUSDT"
2023-01-31,65,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,MATICUSDT,LTCUSDT,SHIBUSDT,AVAXUSDT,OPUSDT,ADAUSDT,FTMUSDT,NEARUSDT,LINKUSDT,FILUSDT,SANDUSDT,DOTUSDT,APEUSDT,ETCUSDT,ATOMUSDT,TRXUSDT,FETUSDT,AXSUSDT,MANAUSDT,CHZUSDT,MASKUSDT,CRVUSDT,DYDXUSDT,WAVESUSDT,XMRUSDT,AAVEUSDT,ZILUSDT,SUSHIUSDT,ALGOUSDT,UNIUSDT,KAVAUSDT,GRTUSDT,ICPUSDT,RUNEUSDT,ENSUSDT,EOSUSDT,EGLDUSDT,VETUSDT,THETAUSDT,BCHUSDT,HBARUSDT,SNXUSDT,XLMUSDT"
2023-02-28,65,50,"BTCUSDT,ETHUSDT,XRPUSDT,MATICUSDT,SOLUSDT,OPUSDT,FTMUSDT,DOGEUSDT,LDOUSDT,SHIBUSDT,LTCUSDT,FILUSDT,DYDXUSDT,AVAXUSDT,FETUSDT,ADAUSDT,RNDRUSDT,DOTUSDT,LINKUSDT,GRTUSDT,NEARUSDT,SANDUSDT,TRXUSDT,MASKUSDT,ATOMUSDT,ETCUSDT,CHZUSDT,AXSUSDT,CRVUSDT,MANAUSDT,APEUSDT,UNIUSDT,EOSUSDT,SUSHIUSDT,WAVESUSDT,XMRUSDT,AAVEUSDT,ALGOUSDT,ZILUSDT,SNXUSDT,HBARUSDT,VETUSDT,ICPUSDT,EGLDUSDT,ENSUSDT,ONEUSDT,RUNEUSDT,THETAUSDT,KAVAUSDT,BCHUSDT"
2023-03-31,65,51,"BTCUSDT,ETHUSDT,XRPUSDT,MATICUSDT,SOLUSDT,FTMUSDT,LTCUSDT,DOGEUSDT,FILUSDT,OPUSDT,MASKUSDT,LDOUSDT,ADAUSDT,SHIBUSDT,DYDXUSDT,LINKUSDT,AVAXUSDT,DOTUSDT,TRXUSDT,FETUSDT,ATOMUSDT,NEARUSDT,EOSUSDT,SANDUSDT,INJUSDT,SNXUSDT,GRTUSDT,RNDRUSDT,APEUSDT,IMXUSDT,ETCUSDT,CRVUSDT,XMRUSDT,MANAUSDT,UNIUSDT,CHZUSDT,ALGOUSDT,SUSHIUSDT,VETUSDT,AXSUSDT,ICPUSDT,KAVAUSDT,DASHUSDT,EGLDUSDT,HBARUSDT,RUNEUSDT,AAVEUSDT,WAVESUSDT,ENSUSDT,ZILUSDT,ONEUSDT"
2023-04-30,66,51,"BTCUSDT,ETHUSDT,XRPUSDT,DOGEUSDT,SOLUSDT,LTCUSDT,MATICUSDT,FTMUSDT,ADAUSDT,INJUSDT,SHIBUSDT,FILUSDT,RNDRUSDT,LINKUSDT,AVAXUSDT,OPUSDT,DYDXUSDT,DOTUSDT,ATOMUSDT,MASKUSDT,LDOUSDT,TRXUSDT,FETUSDT,CHZUSDT,SANDUSDT,ETCUSDT,APEUSDT,NEARUSDT,STXUSDT,MANAUSDT,EOSUSDT,GRTUSDT,ZILUSDT,CRVUSDT,ICPUSDT,XMRUSDT,SNXUSDT,IMXUSDT,UNIUSDT,RUNEUSDT,VETUSDT,ALGOUSDT,HBARUSDT,MKRUSDT,AXSUSDT,EGLDUSDT,NEOUSDT,AAVEUSDT,SUSHIUSDT,DASHUSDT,KAVAUSDT"
2023-05-31,65,52,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,LTCUSDT,RNDRUSDT,MATICUSDT,DOGEUSDT,FTMUSDT,ADAUSDT,TRXUSDT,OPUSDT,INJUSDT,AVAXUSDT,FILUSDT,LDOUSDT,SHIBUSDT,LINKUSDT,MASKUSDT,DYDXUSDT,FETUSDT,DOTUSDT,SANDUSDT,ATOMUSDT,STXUSDT,KAVAUSDT,EOSUSDT,APEUSDT,XMRUSDT,NEARUSDT,GRTUSDT,CHZUSDT,ICPUSDT,CRVUSDT,MANAUSDT,NEOUSDT,SNXUSDT,ETCUSDT,AXSUSDT,ALGOUSDT,IMXUSDT,VETUSDT,EGLDUSDT,UNIUSDT,GMXUSDT,RUNEUSDT,BCHUSDT,ZILUSDT,HBARUSDT,SUSHIUSDT,AAVEUSDT,MKRUSDT"
2023-06-30,65,52,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,MATICUSDT,LTCUSDT,DOGEUSDT,ADAUSDT,OPUSDT,RNDRUSDT,FTMUSDT,AVAXUSDT,LINKUSDT,TRXUSDT,INJUSDT,SHIBUSDT,APEUSDT,FILUSDT,DOTUSDT,STXUSDT,SANDUSDT,MASKUSDT,XMRUSDT,ATOMUSDT,EOSUSDT,LDOUSDT,NEARUSDT,DYDXUSDT,FETUSDT,CRVUSDT,AXSUSDT,GRTUSDT,KAVAUSDT,MANAUSDT,VETUSDT,CHZUSDT,ETCUSDT,UNIUSDT,ICPUSDT,ALGOUSDT,AAVEUSDT,BCHUSDT,SNXUSDT,NEOUSDT,HBARUSDT,MKRUSDT,RUNEUSDT,IMXUSDT,GMXUSDT,EGLDUSDT,ZILUSDT,SUSHIUSDT"
2023-07-31,66,50,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,LTCUSDT,DOGEUSDT,BCHUSDT,MATICUSDT,ADAUSDT,LINKUSDT,OPUSDT,AVAXUSDT,SHIBUSDT,XLMUSDT,MKRUSDT,TRXUSDT,FTMUSDT,FILUSDT,SNXUSDT,INJUSDT,APEUSDT,DOTUSDT,DYDXUSDT,AAVEUSDT,EOSUSDT,MASKUSDT,LDOUSDT,ATOMUSDT,ETCUSDT,XMRUSDT,UNIUSDT,NEARUSDT,SANDUSDT,RNDRUSDT,FETUSDT,ALGOUSDT,STXUSDT,CRVUSDT,MANAUSDT,GRTUSDT,VETUSDT,HBARUSDT,ICPUSDT,AXSUSDT,KAVAUSDT,CHZUSDT,NEOUSDT,RUNEUSDT,GMXUSDT,IMXUSDT"
2023-08-31,64,51,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,SHIBUSDT,DOGEUSDT,MATICUSDT,LTCUSDT,OPUSDT,LINKUSDT,BCHUSDT,RUNEUSDT,ADAUSDT,TRXUSDT,HBARUSDT,AVAXUSDT,CRVUSDT,FTMUSDT,APEUSDT,DYDXUSDT,FILUSDT,MKRUSDT,XMRUSDT,FETUSDT,XLMUSDT,INJUSDT,DOTUSDT,ATOMUSDT,UNIUSDT,SNXUSDT,COMPUSDT,RNDRUSDT,SANDUSDT,NEARUSDT,EOSUSDT,LDOUSDT,MASKUSDT,ETCUSDT,AAVEUSDT,ICPUSDT,STXUSDT,WAVESUSDT,GRTUSDT,ALGOUSDT,GMXUSDT,KAVAUSDT,MANAUSDT,VETUSDT,AXSUSDT,CHZUSDT,NEOUSDT"
2023-09-30,65,50,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,LTCUSDT,DOGEUSDT,MATICUSDT,LINKUSDT,BCHUSDT,TRXUSDT,OPUSDT,RUNEUSDT,ADAUSDT,SHIBUSDT,MKRUSDT,AVAXUSDT,APEUSDT,DOTUSDT,FILUSDT,FETUSDT,ATOMUSDT,CRVUSDT,XMRUSDT,FTMUSDT,RNDRUSDT,XLMUSDT,INJUSDT,DYDXUSDT,SNXUSDT,HBARUSDT,STXUSDT,NEARUSDT,UNIUSDT,EOSUSDT,ETCUSDT,SANDUSDT,COMPUSDT,AGIXUSDT,ICPUSDT,VETUSDT,ALGOUSDT,KAVAUSDT,AAVEUSDT,GRTUSDT,MANAUSDT,LDOUSDT,MASKUSDT,AXSUSDT,WAVESUSDT,GMXUSDT"
2023-10-31,68,51,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,LINKUSDT,MATICUSDT,ARBUSDT,RUNEUSDT,LTCUSDT,AVAXUSDT,DOGEUSDT,TRXUSDT,BCHUSDT,OPUSDT,ADAUSDT,RNDRUSDT,SHIBUSDT,DOTUSDT,APEUSDT,ATOMUSDT,MKRUSDT,INJUSDT,XMRUSDT,FILUSDT,AAVEUSDT,STXUSDT,FETUSDT,ETCUSDT,FTMUSDT,LDOUSDT,UNIUSDT,DYDXUSDT,NEARUSDT,XLMUSDT,EOSUSDT,CRVUSDT,SNXUSDT,HBARUSDT,ALGOUSDT,GMXUSDT,ICPUSDT,VETUSDT,MASKUSDT,AGIXUSDT,GRTUSDT,SANDUSDT,EGLDUSDT,COMPUSDT,KAVAUSDT,MANAUSDT,AXSUSDT"
2023-11-30,70,51,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,LINKUSDT,RUNEUSDT,MATICUSDT,AVAXUSDT,ARBUSDT,DYDXUSDT,ADAUSDT,NEARUSDT,SUIUSDT,LTCUSDT,DOTUSDT,FETUSDT,ATOMUSDT,OPUSDT,INJUSDT,SHIBUSDT,TRXUSDT,RNDRUSDT,FILUSDT,UNIUSDT,FTMUSDT,GRTUSDT,APEUSDT,AAVEUSDT,LDOUSDT,SNXUSDT,BCHUSDT,AGIXUSDT,MASKUSDT,ETCUSDT,EGLDUSDT,SANDUSDT,STXUSDT,XMRUSDT,MKRUSDT,MANAUSDT,CRVUSDT,ICPUSDT,AXSUSDT,ALGOUSDT,HBARUSDT,VETUSDT,EOSUSDT,XLMUSDT,COMPUSDT,GMXUSDT"
2023-12-31,70,51,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,AVAXUSDT,ADAUSDT,DOGEUSDT,OPUSDT,MATICUSDT,ARBUSDT,LINKUSDT,INJUSDT,DOTUSDT,NEARUSDT,RUNEUSDT,DYDXUSDT,SHIBUSDT,FILUSDT,ATOMUSDT,SUIUSDT,FTMUSDT,RNDRUSDT,ICPUSDT,LTCUSDT,STXUSDT,PEPEUSDT,FETUSDT,TRXUSDT,IMXUSDT,AAVEUSDT,ETCUSDT,UNIUSDT,SNXUSDT,SANDUSDT,EGLDUSDT,APEUSDT,BCHUSDT,LDOUSDT,GRTUSDT,ALGOUSDT,VETUSDT,HBARUSDT,AXSUSDT,EOSUSDT,CRVUSDT,XMRUSDT,AGIXUSDT,SUSHIUSDT,MANAUSDT,MASKUSDT,MKRUSDT"
2024-01-31,71,50,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,ARBUSDT,SUIUSDT,AVAXUSDT,LINKUSDT,OPUSDT,DOGEUSDT,INJUSDT,MATICUSDT,ADAUSDT,RUNEUSDT,NEARUSDT,FILUSDT,ETCUSDT,ICPUSDT,DOTUSDT,LTCUSDT,TRXUSDT,DYDXUSDT,RNDRUSDT,STXUSDT,LDOUSDT,ATOMUSDT,SHIBUSDT,FTMUSDT,BCHUSDT,MKRUSDT,FETUSDT,PEPEUSDT,MASKUSDT,XMRUSDT,GRTUSDT,APEUSDT,HBARUSDT,UNIUSDT,AAVEUSDT,EGLDUSDT,SANDUSDT,AXSUSDT,CRVUSDT,SNXUSDT,VETUSDT,ALGOUSDT,IMXUSDT,EOSUSDT,SUSHIUSDT,AGIXUSDT"
2024-02-29,71,49,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,LINKUSDT,ARBUSDT,SUIUSDT,AVAXUSDT,ADAUSDT,MATICUSDT,RNDRUSDT,INJUSDT,OPUSDT,RUNEUSDT,NEARUSDT,DOGEUSDT,FILUSDT,WLDUSDT,STXUSDT,ETCUSDT,DOTUSDT,TRXUSDT,ICPUSDT,LTCUSDT,SHIBUSDT,DYDXUSDT,ATOMUSDT,ENSUSDT,FETUSDT,LDOUSDT,FTMUSDT,APEUSDT,HBARUSDT,PEPEUSDT,IMXUSDT,AAVEUSDT,BCHUSDT,CHZUSDT,VETUSDT,GRTUSDT,UNIUSDT,EGLDUSDT,SANDUSDT,AXSUSDT,SNXUSDT,CRVUSDT,MASKUSDT,MKRUSDT,ALGOUSDT"
2024-03-31,71,50,"BTCUSDT,ETHUSDT,SOLUSDT,DOGEUSDT,PEPEUSDT,SHIBUSDT,XRPUSDT,ARBUSDT,AVAXUSDT,NEARUSDT,RUNEUSDT,WLDUSDT,FETUSDT,RNDRUSDT,FILUSDT,MATICUSDT,FTMUSDT,ADAUSDT,SUIUSDT,LTCUSDT,LINKUSDT,DOTUSDT,OPUSDT,BCHUSDT,SEIUSDT,INJUSDT,ICPUSDT,ETCUSDT,ATOMUSDT,GRTUSDT,TRXUSDT,STXUSDT,UNIUSDT,SANDUSDT,MKRUSDT,DYDXUSDT,ENSUSDT,APEUSDT,LDOUSDT,CHZUSDT,ALGOUSDT,HBARUSDT,VETUSDT,CRVUSDT,MASKUSDT,AAVEUSDT,AXSUSDT,SNXUSDT,EGLDUSDT,IMXUSDT"
2024-04-30,72,49,"BTCUSDT,ETHUSDT,SOLUSDT,DOGEUSDT,PEPEUSDT,XRPUSDT,SHIBUSDT,NEARUSDT,RUNEUSDT,AVAXUSDT,ARBUSDT,WLDUSDT,LTCUSDT,BCHUSDT,FETUSDT,ADAUSDT,FTMUSDT,FILUSDT,OPUSDT,RNDRUSDT,SUIUSDT,MATICUSDT,LINKUSDT,ETCUSDT,TRXUSDT,ICPUSDT,SEIUSDT,INJUSDT,DOTUSDT,STXUSDT,AGIXUSDT,MKRUSDT,ATOMUSDT,LDOUSDT,GRTUSDT,THETAUSDT,UNIUSDT,CHZUSDT,HBARUSDT,SANDUSDT,VETUSDT,DYDXUSDT,APEUSDT,AAVEUSDT,ALGOUSDT,CRVUSDT,ENSUSDT,AXSUSDT,MASKUSDT"
2024-05-31,74,49,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,DOGEUSDT,XRPUSDT,SHIBUSDT,WLDUSDT,NEARUSDT,RNDRUSDT,RUNEUSDT,ARBUSDT,AVAXUSDT,FETUSDT,LINKUSDT,OPUSDT,FTMUSDT,ADAUSDT,SUIUSDT,MATICUSDT,LTCUSDT,TRXUSDT,FILUSDT,ICPUSDT,ETCUSDT,DOTUSDT,TIAUSDT,BCHUSDT,SEIUSDT,INJUSDT,GRTUSDT,STXUSDT,AGIXUSDT,LDOUSDT,HBARUSDT,ATOMUSDT,CHZUSDT,UNIUSDT,CRVUSDT,EOSUSDT,DYDXUSDT,THETAUSDT,APEUSDT,AAVEUSDT,MKRUSDT,VETUSDT,ALGOUSDT,ENSUSDT,SANDUSDT"
2024-06-30,75,50,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,XRPUSDT,DOGEUSDT,ORDIUSDT,SHIBUSDT,WLDUSDT,AVAXUSDT,ARBUSDT,NEARUSDT,FETUSDT,RUNEUSDT,RNDRUSDT,FTMUSDT,INJUSDT,ADAUSDT,LINKUSDT,ENSUSDT,OPUSDT,TRXUSDT,UNIUSDT,LDOUSDT,SUIUSDT,CRVUSDT,LTCUSDT,FILUSDT,TIAUSDT,MATICUSDT,CHZUSDT,DOTUSDT,BCHUSDT,ICPUSDT,SEIUSDT,STXUSDT,AGIXUSDT,ETCUSDT,MKRUSDT,DYDXUSDT,ATOMUSDT,EOSUSDT,AAVEUSDT,HBARUSDT,GRTUSDT,APEUSDT,VETUSDT,THETAUSDT,SANDUSDT,ALGOUSDT"
2024-07-31,77,50,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,XRPUSDT,DOGEUSDT,BONKUSDT,WLDUSDT,AVAXUSDT,SHIBUSDT,RUNEUSDT,NEARUSDT,ORDIUSDT,ARBUSDT,ADAUSDT,FETUSDT,TRXUSDT,LINKUSDT,RNDRUSDT,ENSUSDT,TIAUSDT,FTMUSDT,MATICUSDT,INJUSDT,MKRUSDT,OPUSDT,BCHUSDT,ICPUSDT,FILUSDT,LTCUSDT,SUIUSDT,SEIUSDT,DOTUSDT,LDOUSDT,AGIXUSDT,JTOUSDT,CRVUSDT,UNIUSDT,AAVEUSDT,STXUSDT,ETCUSDT,EOSUSDT,ATOMUSDT,HBARUSDT,DYDXUSDT,GRTUSDT,VETUSDT,APEUSDT,THETAUSDT,CHZUSDT"
2024-08-31,77,48,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,XRPUSDT,DOGEUSDT,SUIUSDT,TRXUSDT,AVAXUSDT,FETUSDT,RUNEUSDT,NEARUSDT,AAVEUSDT,ORDIUSDT,SHIBUSDT,CRVUSDT,ARBUSDT,WLDUSDT,BONKUSDT,MATICUSDT,ADAUSDT,FTMUSDT,TIAUSDT,LTCUSDT,LINKUSDT,INJUSDT,SEIUSDT,OPUSDT,BCHUSDT,FILUSDT,JUPUSDT,MKRUSDT,DOTUSDT,JTOUSDT,STXUSDT,ICPUSDT,ENSUSDT,UNIUSDT,ATOMUSDT,LDOUSDT,EOSUSDT,HBARUSDT,DYDXUSDT,ETCUSDT,MANTAUSDT,PYTHUSDT,APEUSDT,GRTUSDT"
2024-09-30,78,49,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,SUIUSDT,XRPUSDT,FETUSDT,DOGEUSDT,FTMUSDT,NEARUSDT,TRXUSDT,ORDIUSDT,AVAXUSDT,AAVEUSDT,RUNEUSDT,SEIUSDT,TIAUSDT,ARBUSDT,MATICUSDT,WLDUSDT,SHIBUSDT,ADAUSDT,CRVUSDT,LTCUSDT,STRKUSDT,INJUSDT,BONKUSDT,LINKUSDT,ICPUSDT,FILUSDT,OPUSDT,UNIUSDT,JUPUSDT,DOTUSDT,BCHUSDT,ATOMUSDT,MKRUSDT,STXUSDT,ENSUSDT,JTOUSDT,DYDXUSDT,MANTAUSDT,APEUSDT,LDOUSDT,ETCUSDT,HBARUSDT,EOSUSDT,GRTUSDT,PYTHUSDT"
2024-10-31,78,50,"BTCUSDT,ETHUSDT,SOLUSDT,PEPEUSDT,SUIUSDT,DOGEUSDT,WIFUSDT,XRPUSDT,SHIBUSDT,WLDUSDT,RUNEUSDT,SEIUSDT,FETUSDT,ENAUSDT,FTMUSDT,NEARUSDT,AVAXUSDT,BONKUSDT,TIAUSDT,TRXUSDT,ARBUSDT,ORDIUSDT,ADAUSDT,LINKUSDT,UNIUSDT,LTCUSDT,JUPUSDT,AAVEUSDT,OPUSDT,INJUSDT,DYDXUSDT,FILUSDT,STXUSDT,BCHUSDT,DOTUSDT,ICPUSDT,STRKUSDT,CRVUSDT,MKRUSDT,PYTHUSDT,MANTAUSDT,JTOUSDT,LDOUSDT,ATOMUSDT,APEUSDT,HBARUSDT,BLURUSDT,ETCUSDT,ENSUSDT,EOSUSDT"
2024-11-30,79,49,"BTCUSDT,ETHUSDT,DOGEUSDT,SOLUSDT,XRPUSDT,PEPEUSDT,ADAUSDT,SUIUSDT,SHIBUSDT,WIFUSDT,BONKUSDT,AVAXUSDT,WLDUSDT,NEARUSDT,ARBUSDT,ENAUSDT,DOTUSDT,FETUSDT,TRXUSDT,LTCUSDT,LINKUSDT,HBARUSDT,RUNEUSDT,FTMUSDT,SEIUSDT,UNIUSDT,FILUSDT,TIAUSDT,OPUSDT,BCHUSDT,ORDIUSDT,AAVEUSDT,ETCUSDT,INJUSDT,ICPUSDT,JUPUSDT,ATOMUSDT,APEUSDT,STRKUSDT,LDOUSDT,ENSUSDT,CRVUSDT,PYTHUSDT,STXUSDT,JTOUSDT,MKRUSDT,DYDXUSDT,MANTAUSDT,BLURUSDT"
2024-12-31,79,50,"BTCUSDT,ETHUSDT,XRPUSDT,DOGEUSDT,SOLUSDT,PEPEUSDT,SUIUSDT,TRXUSDT,ADAUSDT,LINKUSDT,HBARUSDT,ENAUSDT,AVAXUSDT,SHIBUSDT,WIFUSDT,AAVEUSDT,UNIUSDT,WLDUSDT,LTCUSDT,FTMUSDT,CRVUSDT,DOTUSDT,XLMUSDT,ARBUSDT,NEARUSDT,BONKUSDT,RUNEUSDT,FETUSDT,FILUSDT,OPUSDT,SEIUSDT,ALGOUSDT,ENSUSDT,ETCUSDT,VETUSDT,TIAUSDT,BCHUSDT,LDOUSDT,STXUSDT,ORDIUSDT,DYDXUSDT,ICPUSDT,ATOMUSDT,INJUSDT,APEUSDT,STRKUSDT,JUPUSDT,MKRUSDT,PYTHUSDT,JTOUSDT"
