,mean_diff,studentized,p_lower,p_consistent,p_upper
pathsig_ext::PathSigX_ret+vol+ntr_L2_w60_single,-0.000100140921481933,-1.2947250990007921,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L2_w60_average,-2.5662782204153695e-05,-0.3658543166072323,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L2_w60_complete,-5.551302010042927e-05,-0.8788322271997938,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L2_w90_single,-3.144829443460302e-05,-0.49922727217602964,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L2_w90_average,-7.157019620503041e-05,-1.0698185855445916,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L2_w90_complete,-0.00014296300312412934,-1.9048382071019898,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w60_single,-4.2347541813392186e-05,-0.6521660267555144,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w60_average,-7.758413640867771e-05,-1.1603955295238706,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w60_complete,-6.997566604331949e-05,-1.1302383253801427,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w90_single,-3.938553761517891e-05,-0.5926606196957429,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w90_average,-5.3670064317971426e-05,-0.847025882995626,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+vol+ntr_L3_w90_complete,-4.583938486630206e-05,-0.611836832084014,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w60_single,-4.360188082857825e-05,-0.6562116535594148,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w60_average,-6.577099861530048e-05,-0.9428346918606184,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w60_complete,-5.8749389856609665e-05,-0.6854746568296012,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w90_single,-3.2166308692242697e-05,-0.48977325618820416,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w90_average,-9.959315492737492e-05,-1.4094415941086147,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L2_w90_complete,-3.587982276321092e-05,-0.5547462017372079,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w60_single,-9.078520515721594e-05,-1.2511903086800749,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w60_average,-4.652860851886575e-05,-0.7146492919085315,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w60_complete,-2.3944142716344876e-05,-0.37347407230383134,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w90_single,-5.1593473072606464e-05,-0.7787139212773039,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w90_average,-5.04082438475264e-05,-0.8206297471981084,0.8144,0.5828,0.7716
pathsig_ext::PathSigX_ret+full6_L3_w90_complete,-9.393360751687299e-05,-1.2077855158270292,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w60_single,-6.932219684741471e-05,-1.0542255924503168,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w60_average,-4.1095715098862854e-05,-0.7255221692500672,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w60_complete,-2.758882577377313e-05,-0.4432339796814198,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w90_single,-6.190186238110223e-05,-1.088494194341477,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w90_average,-7.658587003115953e-05,-1.2767011149881071,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L2_w90_complete,-0.0001047025974983767,-1.6281525134291401,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w60_single,-7.251008579997881e-05,-1.2180392242940716,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w60_average,-6.352985301510048e-05,-1.0149957913117666,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w60_complete,-6.776357445450353e-05,-1.155752495156658,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w90_single,-6.0654010690242e-05,-1.0528180917129593,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w90_average,-7.925445533422395e-05,-1.2496118896071182,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret_L3_w90_complete,-3.860001264855826e-05,-0.6465446382792046,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w60_single,-8.300044133274446e-05,-1.0341106875306074,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w60_average,-8.4834144972634e-05,-1.2094045274926206,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w60_complete,-9.75912593661708e-05,-1.208243298103762,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w90_single,-9.317787053013228e-05,-1.2637401813265492,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w90_average,-9.621289272779413e-05,-1.3829777564876529,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L2_w90_complete,-9.101385207198104e-05,-1.4560432537243355,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w60_single,-7.319242891420869e-05,-1.0736119594766882,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w60_average,-0.00012128816622009743,-1.5219541689145466,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w60_complete,-8.047095369105208e-05,-0.9848307858745243,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w90_single,-7.521522409324986e-06,-0.12542474115478877,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w90_average,-1.8303471858040922e-05,-0.32486007254884247,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol_L3_w90_complete,-0.00012841193779038315,-1.7633509237162142,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w60_single,-9.899666185454796e-05,-1.2852706299261207,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w60_average,-8.747753331512211e-07,-0.012495737202857782,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w60_complete,-4.7503745451357925e-05,-0.7465379001233421,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w90_single,-4.17763262713762e-05,-0.6558426802814339,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w90_average,-7.679341291646951e-05,-1.1394368333523428,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L2_w90_complete,-0.00014455704926855123,-1.89600280630148,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w60_single,-4.269024261500046e-05,-0.6623096287576955,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w60_average,-5.400956392595992e-05,-0.7978460628289692,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w60_complete,-6.168024325959001e-05,-1.0033277990296867,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w90_single,-2.0562438506954676e-05,-0.318576052383008,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w90_average,-4.934935573150661e-05,-0.7627300720228513,0.8144,0.5828,0.7716
pathsig_mc::PathSigMC_ret+vol+ntr_L3_w90_complete,-6.53846768482581e-05,-0.8661012887856949,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_cosine_single,-0.00010562827924805942,-1.5108966131740418,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_cosine_average,-6.742639389901004e-05,-1.065465537351501,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_cosine_complete,-4.07017463959066e-05,-0.5009577037396932,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_angular_single,-0.00010562827924805942,-1.5108966131740418,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_angular_average,-8.981835195662823e-05,-1.428174794996749,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_angular_complete,-4.07017463959066e-05,-0.5009577037396932,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_one_minus_single,-0.00010562827924805942,-1.5108966131740418,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_one_minus_average,-9.049450738768814e-05,-1.4289364992930653,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_one_minus_complete,-4.07017463959066e-05,-0.5009577037396932,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_sqrt_lp_single,-0.00010562827924805942,-1.5108966131740418,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_sqrt_lp_average,-6.742639389901004e-05,-1.065465537351501,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w40_sqrt_lp_complete,-4.07017463959066e-05,-0.5009577037396932,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_cosine_single,-6.932219684741471e-05,-1.0542255924503168,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_cosine_average,-4.1095715098862854e-05,-0.7255221692500672,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_cosine_complete,-2.758882577377313e-05,-0.4432339796814198,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_angular_single,-6.932219684741471e-05,-1.0542255924503168,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_angular_average,-4.416502206564053e-05,-0.7778374078278311,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_angular_complete,-2.758882577377313e-05,-0.4432339796814198,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_one_minus_single,-6.932219684741471e-05,-1.0542255924503168,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_one_minus_average,-4.7061404513656914e-05,-0.7861127763869264,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_one_minus_complete,-2.758882577377313e-05,-0.4432339796814198,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_sqrt_lp_single,-6.932219684741471e-05,-1.0542255924503168,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_sqrt_lp_average,-4.1095715098862854e-05,-0.7255221692500672,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w60_sqrt_lp_complete,-2.758882577377313e-05,-0.4432339796814198,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_cosine_single,-6.190186238110223e-05,-1.088494194341477,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_cosine_average,-7.658587003115953e-05,-1.2767011149881071,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_cosine_complete,-0.0001047025974983767,-1.6281525134291401,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_angular_single,-6.190186238110223e-05,-1.088494194341477,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_angular_average,-6.767876251722978e-05,-1.1391260503883245,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_angular_complete,-0.0001047025974983767,-1.6281525134291401,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_one_minus_single,-6.190186238110223e-05,-1.088494194341477,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_one_minus_average,-4.084201680703649e-05,-0.7022867090615805,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_one_minus_complete,-0.0001047025974983767,-1.6281525134291401,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_sqrt_lp_single,-6.190186238110223e-05,-1.088494194341477,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_sqrt_lp_average,-7.658587003115953e-05,-1.2767011149881071,0.8144,0.5828,0.7716
pathsig::PathSig_L2_w90_sqrt_lp_complete,-0.0001047025974983767,-1.6281525134291401,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_cosine_single,-0.00014169353173951502,-2.0814059835110106,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_cosine_average,-8.898054408622177e-05,-1.3837895509042355,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_cosine_complete,-9.140573806831337e-05,-1.1282309450249661,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_angular_single,-0.00014169353173951502,-2.0814059835110106,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_angular_average,-8.428762749642163e-05,-1.3193009416256558,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_angular_complete,-9.140573806831337e-05,-1.1282309450249661,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_one_minus_single,-0.00014169353173951502,-2.0814059835110106,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_one_minus_average,-6.894735544842849e-05,-1.0720737216791223,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_one_minus_complete,-9.140573806831337e-05,-1.1282309450249661,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_sqrt_lp_single,-0.00014169353173951502,-2.0814059835110106,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_sqrt_lp_average,-8.898054408622177e-05,-1.3837895509042355,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w40_sqrt_lp_complete,-9.140573806831337e-05,-1.1282309450249661,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_cosine_single,-7.251008579997881e-05,-1.2180392242940716,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_cosine_average,-6.352985301510048e-05,-1.0149957913117666,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_cosine_complete,-6.776357445450353e-05,-1.155752495156658,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_angular_single,-7.251008579997881e-05,-1.2180392242940716,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_angular_average,-6.227068649613142e-05,-0.9954779132245327,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_angular_complete,-6.776357445450353e-05,-1.155752495156658,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_one_minus_single,-7.251008579997881e-05,-1.2180392242940716,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_one_minus_average,-3.309112982765582e-05,-0.5805438206026767,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_one_minus_complete,-6.776357445450353e-05,-1.155752495156658,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_sqrt_lp_single,-7.251008579997881e-05,-1.2180392242940716,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_sqrt_lp_average,-6.352985301510048e-05,-1.0149957913117666,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w60_sqrt_lp_complete,-6.776357445450353e-05,-1.155752495156658,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_cosine_single,-6.0654010690242e-05,-1.0528180917129593,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_cosine_average,-7.925445533422395e-05,-1.2496118896071182,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_cosine_complete,-3.860001264855826e-05,-0.6465446382792046,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_angular_single,-6.0654010690242e-05,-1.0528180917129593,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_angular_average,-7.8519464992615e-05,-1.2359885532286123,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_angular_complete,-3.860001264855826e-05,-0.6465446382792046,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_one_minus_single,-6.0654010690242e-05,-1.0528180917129593,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_one_minus_average,-0.00010097573717754656,-1.4896752045422954,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_one_minus_complete,-3.860001264855826e-05,-0.6465446382792046,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_sqrt_lp_single,-6.0654010690242e-05,-1.0528180917129593,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_sqrt_lp_average,-7.925445533422395e-05,-1.2496118896071182,0.8144,0.5828,0.7716
pathsig::PathSig_L3_w90_sqrt_lp_complete,-3.860001264855826e-05,-0.6465446382792046,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_cosine_single,-7.4931565046474e-05,-0.92623849882161,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_cosine_average,-8.502594246485133e-05,-1.2008862433963532,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_cosine_complete,-5.0364073472740534e-05,-0.7797895085962943,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_angular_single,-7.4931565046474e-05,-0.92623849882161,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_angular_average,-8.36323422572461e-05,-1.1794040444206397,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_angular_complete,-5.0364073472740534e-05,-0.7797895085962943,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_one_minus_single,-7.4931565046474e-05,-0.92623849882161,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_one_minus_average,-0.00011696591854915269,-1.6568175606556497,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_one_minus_complete,-5.0364073472740534e-05,-0.7797895085962943,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_sqrt_lp_single,-7.4931565046474e-05,-0.92623849882161,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_sqrt_lp_average,-8.502594246485133e-05,-1.2008862433963532,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w40_sqrt_lp_complete,-5.0364073472740534e-05,-0.7797895085962943,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_cosine_single,-6.329389686751886e-05,-0.974431254606755,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_cosine_average,-0.00013174012042114643,-2.021328519332241,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_cosine_complete,-0.00010081615044264161,-1.7510600202704487,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_angular_single,-6.329389686751886e-05,-0.974431254606755,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_angular_average,-0.00012673190279863545,-1.9552226512426085,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_angular_complete,-0.00010081615044264161,-1.7510600202704487,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_one_minus_single,-6.329389686751886e-05,-0.974431254606755,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_one_minus_average,-0.00010333536437083723,-1.680357658863924,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_one_minus_complete,-0.00010081615044264161,-1.7510600202704487,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_sqrt_lp_single,-6.329389686751886e-05,-0.974431254606755,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_sqrt_lp_average,-0.00013174012042114643,-2.021328519332241,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w60_sqrt_lp_complete,-0.00010081615044264161,-1.7510600202704487,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_cosine_single,-6.974744410369979e-05,-1.1515958611492325,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_cosine_average,-4.099408635918103e-05,-0.6550469445185251,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_cosine_complete,-8.118422070933804e-05,-1.2702350795405046,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_angular_single,-6.974744410369979e-05,-1.1515958611492325,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_angular_average,-3.988946464044152e-05,-0.6417345754975805,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_angular_complete,-8.118422070933804e-05,-1.2702350795405046,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_one_minus_single,-6.974744410369979e-05,-1.1515958611492325,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_one_minus_average,-7.042512797284421e-05,-1.1427357798673188,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_one_minus_complete,-8.118422070933804e-05,-1.2702350795405046,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_sqrt_lp_single,-6.974744410369979e-05,-1.1515958611492325,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_sqrt_lp_average,-4.099408635918103e-05,-0.6550469445185251,0.8144,0.5828,0.7716
pathsig::PathSig_L4_w90_sqrt_lp_complete,-8.118422070933804e-05,-1.2702350795405046,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_sqrt      _single,-2.4046669411548667e-05,-0.49940670235244256,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_sqrt      _average,-1.1855069865506148e-05,-0.21023768991036668,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_sqrt      _complete,-4.901615208832018e-05,-0.8106408348433696,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_sqrt      _ward,-7.237031086566814e-05,-1.0473153258276455,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_linear    _single,-2.4046669411548667e-05,-0.49940670235244256,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_linear    _average,-4.2062832668654945e-05,-0.7403732048733662,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_linear    _complete,-4.901615208832018e-05,-0.8106408348433696,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_linear    _ward,-6.3522185900573e-05,-0.9130512279953071,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_squared   _single,-2.4046669411548667e-05,-0.49940670235244256,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_squared   _average,-4.222807376784221e-05,-0.7858478040896215,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_squared   _complete,-4.901615208832018e-05,-0.8106408348433696,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_squared   _ward,-7.517022331173148e-05,-1.276289252979375,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_log       _single,-2.4046669411548667e-05,-0.49940670235244256,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_log       _average,-2.2517515744976048e-05,-0.40923151602246377,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_log       _complete,-4.901615208832018e-05,-0.8106408348433696,0.8144,0.5828,0.7716
taildep_full::TD_q0.025_taildep_log       _ward,-7.183386899235643e-05,-1.0427340513032748,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_sqrt      _single,-9.415651929896619e-05,-1.6954246547125504,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_sqrt      _average,-5.1416707797333524e-05,-0.9689670182803957,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_sqrt      _complete,-5.887754924035089e-05,-0.9493246181023641,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_sqrt      _ward,-0.00010850069146985876,-1.599936494836247,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_linear    _single,-9.415651929896619e-05,-1.6954246547125504,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_linear    _average,-6.142655276212609e-05,-1.2285600685181766,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_linear    _complete,-5.887754924035089e-05,-0.9493246181023641,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_linear    _ward,-7.040386131881786e-05,-1.1694453409055823,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_squared   _single,-9.415651929896619e-05,-1.6954246547125504,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_squared   _average,-1.669460843076578e-05,-0.3533820815814125,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_squared   _complete,-5.887754924035089e-05,-0.9493246181023641,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_squared   _ward,-9.031213090019459e-05,-1.4837425041079555,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_log       _single,-9.415651929896619e-05,-1.6954246547125504,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_log       _average,-3.923168789310488e-05,-0.7119126462407331,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_log       _complete,-5.887754924035089e-05,-0.9493246181023641,0.8144,0.5828,0.7716
taildep_full::TD_q0.050_taildep_log       _ward,-0.0001244930869388634,-1.9098036595322112,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_sqrt      _single,-8.572486619506098e-05,-1.695081857974794,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_sqrt      _average,-5.9454056796671794e-05,-1.2329505409574137,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_sqrt      _complete,-9.822860423993623e-05,-1.6164363904514725,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_sqrt      _ward,-0.00010223120464340124,-1.6992850533437713,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_linear    _single,-8.572486619506098e-05,-1.695081857974794,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_linear    _average,-2.9069908950469022e-05,-0.5935903641361636,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_linear    _complete,-9.822860423993623e-05,-1.6164363904514725,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_linear    _ward,-8.995559273645341e-05,-1.5399337183626574,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_squared   _single,-8.572486619506098e-05,-1.695081857974794,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_squared   _average,-2.7620301721573842e-05,-0.6077816859910299,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_squared   _complete,-9.822860423993623e-05,-1.6164363904514725,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_squared   _ward,-6.811424685299323e-05,-1.0720668638391841,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_log       _single,-8.572486619506098e-05,-1.695081857974794,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_log       _average,-5.717170493253574e-05,-1.1041161165096904,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_log       _complete,-9.822860423993623e-05,-1.6164363904514725,0.8144,0.5828,0.7716
taildep_full::TD_q0.100_taildep_log       _ward,-7.055584480119152e-05,-1.217684908300025,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_sqrt      _single,-7.20693429419036e-05,-1.4406396211350907,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_sqrt      _average,-4.827271249572872e-05,-1.0489643113101557,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_sqrt      _complete,-5.614756356185668e-05,-0.9520565926085398,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_sqrt      _ward,-2.958126129293387e-05,-0.5450364763514655,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_linear    _single,-7.20693429419036e-05,-1.4406396211350907,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_linear    _average,-4.090849110395876e-05,-0.8868391169154873,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_linear    _complete,-5.614756356185668e-05,-0.9520565926085398,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_linear    _ward,-4.32960713853271e-05,-0.7682537323450285,0.8144,0.5828,0.7716
